Variable,Year,City,Budget,Lag1,Lag2,Variable_Education Spending,Variable_Electric Utility Spending,Variable_Envir. & Housing Spending,Variable_Gas Utility Spending,Variable_General Expenditures,Variable_Govt. Admin. Spending,Variable_Health & Welfare Spending,Variable_Interest on General Debt,Variable_Miscellaneous Spending,Variable_Public Safety Spending,Variable_Total Expenditures,Variable_Transit Utility Spending,Variable_Transportation Spending,Variable_Water Utility Spending,Predicted
Govt. Admin. Spending,2008.0,MA: Boston,277.0,242.0,235.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261.78952230814474
Govt. Admin. Spending,2009.0,MA: Boston,307.0,277.0,242.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242.053972831817
Govt. Admin. Spending,2010.0,MA: Boston,275.0,307.0,277.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247.7076088640311
Govt. Admin. Spending,2011.0,MA: Boston,258.0,275.0,307.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242.3991876672205
Govt. Admin. Spending,2012.0,MA: Boston,231.0,258.0,275.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.81492375207935
Govt. Admin. Spending,2013.0,MA: Boston,294.0,231.0,258.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231.57977723058033
Govt. Admin. Spending,2014.0,MA: Boston,323.0,294.0,231.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,254.10055653796394
Govt. Admin. Spending,2015.0,MA: Boston,212.0,323.0,294.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.1233449488899
Govt. Admin. Spending,2016.0,MA: Boston,183.0,212.0,323.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231.57977723058033
Govt. Admin. Spending,2017.0,MA: Boston,183.0,183.0,212.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.85476221890596
Govt. Admin. Spending,2018.0,MA: Boston,187.0,183.0,183.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.3651041006368
Govt. Admin. Spending,2019.0,MA: Boston,221.0,187.0,183.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.31098788943785
Govt. Admin. Spending,2020.0,MA: Boston,234.0,221.0,187.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.20781606978258
Govt. Admin. Spending,2021.0,MA: Boston,206.0,234.0,221.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223.55982108495465
Govt. Admin. Spending,2022.0,MA: Boston,,206.0,234.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.783615866555
Govt. Admin. Spending,2023.0,MA: Boston,,228.783615866555,206.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223.55982108495465
Govt. Admin. Spending,2024.0,MA: Boston,,223.55982108495465,228.783615866555,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.783615866555
Govt. Admin. Spending,2025.0,MA: Boston,,228.783615866555,223.55982108495465,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223.55982108495465
Health & Welfare Spending,2000.0,MA: Boston,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Health & Welfare Spending,2001.0,MA: Boston,198.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.55092839186284
Health & Welfare Spending,2002.0,MA: Boston,478.0,198.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,254.48321374194742
Health & Welfare Spending,2003.0,MA: Boston,464.0,478.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,465.9294467690848
Health & Welfare Spending,2004.0,MA: Boston,436.0,464.0,478.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,469.24083284500443
Health & Welfare Spending,2005.0,MA: Boston,426.0,436.0,464.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,469.24083284500443
Health & Welfare Spending,2006.0,MA: Boston,430.0,426.0,436.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,467.5161774342023
Health & Welfare Spending,2007.0,MA: Boston,387.0,430.0,426.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,467.5161774342023
Health & Welfare Spending,2008.0,MA: Boston,434.0,387.0,430.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,405.82872821921575
Health & Welfare Spending,2009.0,MA: Boston,419.0,434.0,387.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,438.8177608992617
Health & Welfare Spending,2010.0,MA: Boston,412.0,419.0,434.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,438.33546980547544
Health & Welfare Spending,2011.0,MA: Boston,532.0,412.0,419.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,438.33546980547544
Health & Welfare Spending,2012.0,MA: Boston,527.0,532.0,412.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,460.9173304153574
Health & Welfare Spending,2013.0,MA: Boston,480.0,527.0,532.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,460.9173304153574
Health & Welfare Spending,2014.0,MA: Boston,447.0,480.0,527.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,460.9173304153574
Health & Welfare Spending,2015.0,MA: Boston,480.0,447.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,448.7512058903343
Health & Welfare Spending,2016.0,MA: Boston,484.0,480.0,447.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,460.9173304153574
Health & Welfare Spending,2017.0,MA: Boston,467.0,484.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,460.9173304153574
Health & Welfare Spending,2018.0,MA: Boston,431.0,467.0,484.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,453.9837127863565
Health & Welfare Spending,2019.0,MA: Boston,448.0,431.0,467.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,458.36784989902895
Health & Welfare Spending,2020.0,MA: Boston,428.0,448.0,431.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,448.5442733877661
Health & Welfare Spending,2021.0,MA: Boston,519.0,428.0,448.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,462.5760311874947
Health & Welfare Spending,2022.0,MA: Boston,,519.0,428.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,460.71039791278923
Health & Welfare Spending,2023.0,MA: Boston,,460.71039791278923,519.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,458.19189407482224
Health & Welfare Spending,2024.0,MA: Boston,,458.19189407482224,460.71039791278923,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,458.19189407482224
Health & Welfare Spending,2025.0,MA: Boston,,458.19189407482224,458.19189407482224,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,458.19189407482224
Interest on General Debt,2000.0,MA: Boston,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Interest on General Debt,2001.0,MA: Boston,162.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,124.57658336234242
Interest on General Debt,2002.0,MA: Boston,197.0,162.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,180.47816719206529
Interest on General Debt,2003.0,MA: Boston,183.0,197.0,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,201.42405098086633
Interest on General Debt,2004.0,MA: Boston,143.0,183.0,197.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,182.27854134403984
Interest on General Debt,2005.0,MA: Boston,132.0,143.0,183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,130.14151264134003
Interest on General Debt,2006.0,MA: Boston,133.0,132.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,128.3411384893655
Interest on General Debt,2007.0,MA: Boston,122.0,133.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,128.3411384893655
Interest on General Debt,2008.0,MA: Boston,125.0,122.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,128.3411384893655
Interest on General Debt,2009.0,MA: Boston,126.0,125.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,118.17919685489514
Interest on General Debt,2010.0,MA: Boston,121.0,126.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,114.50162327937281
Interest on General Debt,2011.0,MA: Boston,119.0,121.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,114.50162327937281
Interest on General Debt,2012.0,MA: Boston,110.0,119.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,124.91735936423164
Interest on General Debt,2013.0,MA: Boston,112.0,110.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,124.91735936423164
Interest on General Debt,2014.0,MA: Boston,122.0,112.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,114.66926783964901
Interest on General Debt,2015.0,MA: Boston,131.0,122.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,124.91735936423164
Interest on General Debt,2016.0,MA: Boston,129.0,131.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,124.91735936423164
Interest on General Debt,2017.0,MA: Boston,126.0,129.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,124.91735936423164
Interest on General Debt,2018.0,MA: Boston,124.0,126.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,124.42770124596252
Interest on General Debt,2019.0,MA: Boston,125.0,124.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,124.42770124596252
Interest on General Debt,2020.0,MA: Boston,127.0,125.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,124.07803386074717
Interest on General Debt,2021.0,MA: Boston,110.0,127.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,124.07803386074717
Interest on General Debt,2022.0,MA: Boston,,110.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,124.07803386074717
Interest on General Debt,2023.0,MA: Boston,,124.07803386074717,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,113.82994233616454
Interest on General Debt,2024.0,MA: Boston,,113.82994233616454,124.07803386074717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,124.07803386074717
Interest on General Debt,2025.0,MA: Boston,,124.07803386074717,113.82994233616454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,124.07803386074717
Miscellaneous Spending,2000.0,MA: Boston,757.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Miscellaneous Spending,2001.0,MA: Boston,606.0,757.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,642.9896088283643
Miscellaneous Spending,2002.0,MA: Boston,603.0,606.0,757.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,625.4333761629691
Miscellaneous Spending,2003.0,MA: Boston,676.0,603.0,606.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,602.5259451161523
Miscellaneous Spending,2004.0,MA: Boston,618.0,676.0,603.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,680.1812568348523
Miscellaneous Spending,2005.0,MA: Boston,583.0,618.0,676.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,625.4333761629691
Miscellaneous Spending,2006.0,MA: Boston,600.0,583.0,618.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,608.6606082549487
Miscellaneous Spending,2007.0,MA: Boston,658.0,600.0,583.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,608.6606082549487
Miscellaneous Spending,2008.0,MA: Boston,702.0,658.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,686.3159199736486
Miscellaneous Spending,2009.0,MA: Boston,677.0,702.0,658.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,666.0387523045723
Miscellaneous Spending,2010.0,MA: Boston,699.0,677.0,702.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,679.2849237426416
Miscellaneous Spending,2011.0,MA: Boston,700.0,699.0,677.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,679.2849237426416
Miscellaneous Spending,2012.0,MA: Boston,724.0,700.0,699.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,689.7006598275004
Miscellaneous Spending,2013.0,MA: Boston,670.0,724.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,689.7006598275004
Miscellaneous Spending,2014.0,MA: Boston,656.0,670.0,724.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,689.7006598275004
Miscellaneous Spending,2015.0,MA: Boston,673.0,656.0,670.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,689.7006598275004
Miscellaneous Spending,2016.0,MA: Boston,669.0,673.0,656.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,666.7932287806835
Miscellaneous Spending,2017.0,MA: Boston,739.0,669.0,673.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,696.4627934981148
Miscellaneous Spending,2018.0,MA: Boston,779.0,739.0,669.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,713.7761436774645
Miscellaneous Spending,2019.0,MA: Boston,819.0,779.0,739.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,713.7761436774645
Miscellaneous Spending,2020.0,MA: Boston,906.0,819.0,779.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,713.7761436774645
Miscellaneous Spending,2021.0,MA: Boston,922.0,906.0,819.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,970.5920976479376
Miscellaneous Spending,2022.0,MA: Boston,,922.0,906.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,970.5920976479376
Miscellaneous Spending,2023.0,MA: Boston,,970.5920976479376,922.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,970.5920976479376
Miscellaneous Spending,2024.0,MA: Boston,,970.5920976479376,970.5920976479376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,970.5920976479376
Miscellaneous Spending,2025.0,MA: Boston,,970.5920976479376,970.5920976479376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,970.5920976479376
Public Safety Spending,2000.0,MA: Boston,1209.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Public Safety Spending,2001.0,MA: Boston,1213.0,1209.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1198.6671979667049
Public Safety Spending,2002.0,MA: Boston,1303.0,1213.0,1209.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1258.7662770200104
Public Safety Spending,2003.0,MA: Boston,1266.0,1303.0,1213.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1290.9929139430023
Public Safety Spending,2004.0,MA: Boston,1205.0,1266.0,1303.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1290.9929139430023
Public Safety Spending,2005.0,MA: Boston,1257.0,1205.0,1266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1258.7662770200104
Public Safety Spending,2006.0,MA: Boston,1282.0,1257.0,1205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1290.9929139430023
Public Safety Spending,2007.0,MA: Boston,1324.0,1282.0,1257.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1290.9929139430023
Public Safety Spending,2008.0,MA: Boston,1322.0,1324.0,1282.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1290.9929139430023
Public Safety Spending,2009.0,MA: Boston,1323.0,1322.0,1324.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1274.7833448893493
Public Safety Spending,2010.0,MA: Boston,1105.0,1323.0,1322.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1260.0875509034734
Public Safety Spending,2011.0,MA: Boston,977.0,1105.0,1323.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1033.0716944674343
Public Safety Spending,2012.0,MA: Boston,971.0,977.0,1105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1025.364959712425
Public Safety Spending,2013.0,MA: Boston,953.0,971.0,977.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,942.7014055201964
Public Safety Spending,2014.0,MA: Boston,973.0,953.0,971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,942.7014055201964
Public Safety Spending,2015.0,MA: Boston,1029.0,973.0,953.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1025.364959712425
Public Safety Spending,2016.0,MA: Boston,1025.0,1029.0,973.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1025.364959712425
Public Safety Spending,2017.0,MA: Boston,1000.0,1025.0,1029.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1025.364959712425
Public Safety Spending,2018.0,MA: Boston,1044.0,1000.0,1025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1042.6783098917747
Public Safety Spending,2019.0,MA: Boston,1087.0,1044.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1060.800780731643
Public Safety Spending,2020.0,MA: Boston,1110.0,1087.0,1044.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1065.0089620201088
Public Safety Spending,2021.0,MA: Boston,1054.0,1110.0,1087.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1065.0089620201088
Public Safety Spending,2022.0,MA: Boston,,1054.0,1110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1065.0089620201088
Public Safety Spending,2023.0,MA: Boston,,1065.0089620201088,1054.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1065.0089620201088
Public Safety Spending,2024.0,MA: Boston,,1065.0089620201088,1065.0089620201088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1065.0089620201088
Public Safety Spending,2025.0,MA: Boston,,1065.0089620201088,1065.0089620201088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1065.0089620201088
Total Expenditures,2000.0,MA: Boston,7494.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Total Expenditures,2001.0,MA: Boston,7236.0,7494.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7234.55581803297
Total Expenditures,2002.0,MA: Boston,7568.0,7236.0,7494.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7516.821484271935
Total Expenditures,2003.0,MA: Boston,7798.0,7568.0,7236.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7761.5862858820565
Total Expenditures,2004.0,MA: Boston,7743.0,7798.0,7568.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7860.942797446999
Total Expenditures,2005.0,MA: Boston,7535.0,7743.0,7798.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7624.970308640852
Total Expenditures,2006.0,MA: Boston,8040.0,7535.0,7743.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7349.056009244353
Total Expenditures,2007.0,MA: Boston,7829.0,8040.0,7535.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7838.860447240271
Total Expenditures,2008.0,MA: Boston,8017.0,7829.0,8040.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7976.2398940792555
Total Expenditures,2009.0,MA: Boston,7839.0,8017.0,7829.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7798.246546708786
Total Expenditures,2010.0,MA: Boston,7548.0,7839.0,8017.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7656.510152060349
Total Expenditures,2011.0,MA: Boston,6751.0,7548.0,7839.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6810.709746699285
Total Expenditures,2012.0,MA: Boston,6854.0,6751.0,7548.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6837.745799054347
Total Expenditures,2013.0,MA: Boston,6695.0,6854.0,6751.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6797.755280330032
Total Expenditures,2014.0,MA: Boston,6810.0,6695.0,6854.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6820.325406024966
Total Expenditures,2015.0,MA: Boston,6876.0,6810.0,6695.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6820.325406024966
Total Expenditures,2016.0,MA: Boston,6811.0,6876.0,6810.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6820.325406024966
